4574,546,1
605,4872,3
3859,5133,3
5384,5278,3
3239,4231,3
578,1290,3
2043,4334,3
6576,315,3
5426,142,3
3067,306,2
1927,4441,3
5789,5385,2
5566,2478,1
2981,950,3
2050,6438,1
2089,2147,3
6280,4126,3
1508,2347,4
6547,6102,3
5486,2977,2
4444,6282,1
3470,3325,1
3648,2831,3
1526,4103,1
2555,2710,4
5426,694,3
3872,406,3
3873,3448,3
5683,5603,3
2043,6256,2
595,5771,3
6366,4591,3
503,4400,2
707,4057,3
13,1921,3
5422,3222,3
273,5860,1
6280,2125,4
4217,1639,3
2591,2719,3
5426,1105,3
3119,3244,3
2666,2442,2
3630,1769,3
3558,5078,3
2050,3839,2
5074,488,3
2303,5478,3
2043,5604,3
6511,1248,3
1755,1723,2
4047,6623,1
3532,3786,1
4505,1445,3
2036,3663,3
1325,2870,1
1194,6663,3
499,1206,3
5629,477,3
3207,4522,3
138,1741,1
5426,4177,3
6010,6356,3
1654,4211,3
499,2724,3
6171,4274,3
1681,3316,3
6261,1163,3
2391,3244,3
3066,5635,3
4595,3002,3
6505,3361,1
3096,4522,3
1232,4698,3
3071,243,3
2050,3608,2
1497,6102,3
3990,1388,3
5,5865,3
4343,6510,1
6131,3937,3
241,4164,1
2414,4334,3
5426,2308,3
2560,398,3
6366,2711,3
6205,2977,2
1306,1434,3
2981,587,3
5629,1496,3
5422,3241,3
5290,5340,4
5457,5278,3
503,2163,2
5426,4930,2
81,2977,2
6611,5491,3
2742,3702,3
2652,1805,3
2341,578,3
503,3656,2
5861,2602,2
5074,4088,3
1844,2276,3
5426,1181,3
6264,88,3
28,888,1
1437,6473,3
2558,1541,3
3326,633,3
429,4663,3
2897,5016,3
5090,1482,3
555,6102,2
1986,1853,2
2855,3937,1
3558,950,3
1012,2417,3
2446,1156,1
1984,3122,2
2981,1639,3
2981,1663,3
5033,4259,4
3097,547,3
1503,438,3
4054,2856,3
5426,6546,3
138,3368,3
6366,3726,3
1355,5754,3
6451,5005,3
3039,2962,2
5046,5697,2
345,481,3
6255,1845,3
5426,4169,3
6366,1228,1
4470,2411,3
4712,4374,3
3910,6102,3
3594,4487,1
3563,491,3
2981,3035,3
2976,2125,1
1492,6256,2
4959,4709,3
4470,2449,3
6366,5071,1
6366,4693,3
1416,1985,3
4641,4789,3
2265,2745,1
3001,6102,3
652,5225,3
503,2962,2
3936,5044,1
6515,4540,1
5075,5078,4
5753,4185,1
1230,4335,4
6160,5242,3
4286,2977,2
3397,3781,3
2523,2735,3
5312,5603,3
5428,4136,3
4245,2480,3
6144,2004,3
1097,5771,2
2981,3122,3
5405,3124,1
6095,4665,3
4467,481,3
2658,3244,3
4018,660,1
4829,4266,2
6160,4576,1
2971,2477,3
6366,3829,1
2596,584,3
4505,1425,3
5882,1728,3
3261,1204,3
6371,6102,3
4505,4957,3
3427,2950,1
356,146,3
3913,1903,3
6131,1298,3
5426,4081,3
2639,3923,3
3579,559,2
327,2274,3
213,6438,3
2225,90,3
4421,3399,1
4192,6473,3
5566,5603,3
4314,6180,3
5426,5181,3
1219,1166,2
2903,3035,3
138,410,1
487,2478,3
6686,6238,3
1746,705,3
2355,6700,1
4413,5321,4
330,637,3
932,3133,1
6366,1204,3
2105,484,3
4181,5771,1
3147,5672,3
2981,578,1
1423,6606,3
3100,514,1
4054,1248,3
1503,1805,3
78,3421,3
4324,3655,3
83,1451,3
6530,2280,2
5426,3354,3
2492,1585,4
4959,4824,3
4356,2147,3
5638,142,3
1347,2449,3
2981,2160,3
4388,3726,3
4960,3419,2
4856,5832,3
164,1823,3
3674,2197,3
3326,6416,3
741,4382,1
5793,5856,3
3633,1406,1
3202,99,3
2622,3504,3
383,5603,3
1274,6427,3
5426,5984,3
3648,5409,3
5541,1271,4
1874,3608,3
1187,1605,4
6380,3399,1
6617,5603,1
4105,481,3
578,5856,3
4150,5771,3
3549,2223,2
4848,4779,3
3424,3658,3
6032,56,3
1475,2161,2
128,6263,3
3542,3520,1
1913,5971,3
1187,912,3
4433,4204,3
2976,1406,1
766,5005,3
2703,4403,1
3071,3987,4
5485,5379,3
2050,738,2
3594,5005,3
6017,3504,3
54,1639,1
499,176,3
4054,4665,3
4595,1271,4
5520,6419,3
5426,980,3
235,578,3
2992,5399,1
6675,557,3
3388,1663,3
437,6081,3
5426,6700,3
2887,4441,3
6320,468,1
2104,2449,3
5175,5843,1
1257,5058,3
3594,4007,3
1986,984,2
2131,979,1
503,5193,2
2049,6102,3
6212,390,3
4,5771,3
693,93,3
4527,3956,3
5426,3626,3
5132,4369,3
1272,223,3
4444,4185,2
1171,2464,3
5426,1436,3
1552,5340,3
1953,5635,2
3888,2834,3
5346,4824,3
6132,5433,3
5073,4136,3
2052,4740,3
2885,3696,3
4444,4297,1
2703,3927,3
4675,2726,4
3523,3421,1
3549,3875,2
3588,3075,3
2052,2404,3
3281,880,3
2596,569,3
5426,5604,3
1986,5445,2
503,4566,2
3305,1893,3
5426,4108,3
5092,491,3
6131,1778,2
1986,2755,3
1664,3717,3
3910,3663,3
5426,2114,3
4856,1826,3
6599,6402,3
3891,5604,3
6366,5071,3
2981,5899,3
3271,5771,3
6677,1797,3
3910,142,3
65,3827,1
3502,1921,3
1066,2717,3
2298,4626,4
1193,802,3
1423,39,3
3873,4906,1
3305,2471,3
1035,3741,2
3299,578,3
5405,1830,1
505,1803,1
5426,6555,3
3429,3504,3
503,4906,2
3458,4597,3
3281,5117,3
2351,1641,3
3765,4802,3
4141,5061,4
26,1275,3
2154,2613,2
2897,3976,3
1397,2722,3
1986,4750,2
3326,3363,3
3603,6259,3
2075,6481,3
6638,1248,3
1782,3450,3
6366,247,3
1986,4802,3
1497,4025,3
5425,2297,3
1207,239,3
4249,1641,1
887,2478,3
3240,3035,3
5685,2073,1
1353,3663,3
3281,1197,3
503,3892,2
2495,1662,4
1760,723,3
555,3861,1
1413,6442,3
5545,1022,4
326,2037,1
283,5349,1
271,6102,3
3067,562,1
3499,2367,1
6160,476,1
1710,3059,3
5426,4083,3
3013,558,4
6297,1115,3
503,3572,2
1757,6367,3
943,481,1
1760,2103,1
434,491,3
5392,5067,3
2414,5179,3
5426,5975,3
1306,4536,3
539,2977,2
1986,2160,2
3746,6362,3
1341,390,3
2967,2160,1
2773,2411,3
1503,3726,3
5426,5630,3
503,586,2
2039,546,1
6160,4536,3
1072,1918,4
5658,5445,3
2737,6102,3
5882,3382,3
578,3526,3
2721,5385,3
532,578,3
1035,4946,2
5620,2424,3
520,834,2
457,4872,3
1986,2526,2
6394,526,1
2761,2528,3
2666,4207,2
2017,6102,3
4054,90,3
5428,4136,3
4149,142,3
543,5603,1
5426,1424,3
2781,1865,3
4433,190,3
3653,251,3
6160,1918,1
5426,374,3
2010,4400,3
4221,319,3
1347,867,3
6131,4771,2
3236,102,2
3659,4325,1
15,3469,1
6160,5385,1
1779,4536,3
6157,1762,3
2052,5594,3
2385,5984,1
3456,4972,3
3524,3786,3
3420,558,3
3403,306,2
3565,5984,3
6160,5242,3
4574,888,1
1664,3698,3
1986,5498,2
3858,6271,2
4051,1209,1
4132,4178,4
2362,5071,3
2560,5978,3
2495,6303,1
5927,4906,3
128,2480,3
2435,3485,3
15,2128,3
4936,3292,3
6366,86,3
3924,2411,3
2573,1320,2
1134,5899,3
2855,1384,1
2981,3724,3
235,2977,2
1986,5051,0
5629,1918,3
3272,1204,3
5980,612,1
648,1921,3
182,2338,3
5405,1830,3
2981,5658,3
2002,1914,3
4595,798,3
3494,5635,3
2320,3880,3
499,3289,3
5426,5978,3
6353,2962,1
6006,1320,2
170,4536,3
5426,1863,3
2055,3489,3
5426,6512,3
6670,4382,1
2596,3808,3
5996,5242,3
6486,5371,3
6509,5743,1
503,4533,2
499,5890,3
887,1663,3
6393,3088,3
2628,1875,1
5074,242,3
891,2977,2
5125,4661,2
529,1271,4
2520,5771,3
4412,2766,2
5510,5697,2
15,2163,3
578,6401,3
5109,223,1
4913,476,3
4973,2478,4
2273,3153,3
5074,336,3
5426,904,3
5426,193,3
2721,247,3
4990,5604,3
3823,4124,1
700,2252,0
6366,5353,3
5426,140,3
544,403,3
3456,5603,3
356,3740,4
2742,2912,3
6670,25,1
1497,146,3
1159,268,1
2768,5909,3
941,3663,3
2152,559,2
2617,2977,2
5426,476,3
5921,1890,3
895,5435,1
499,976,3
5426,5562,2
5426,5843,3
2945,2776,1
549,1323,3
3516,3002,3
5636,1739,3
3594,5491,3
6366,142,3
3358,6166,4
2889,2411,3
136,2825,3
1944,6263,3
2446,1156,3
2903,6102,3
6538,5913,2
4799,5799,3
4594,4886,1
4505,2437,3
1731,2189,4
5240,2291,3
6261,5821,3
5494,872,3
4444,557,1
3280,2646,2
4990,2204,3
4280,2536,3
578,747,3
4236,5633,2
1483,6102,3
6256,5825,3
4403,757,3
2534,6305,3
2131,724,3
503,1515,2
5296,5420,4
1066,5300,3
1266,1218,1
2158,78,2
1987,4538,2
5426,562,3
1986,4903,3
4236,146,3
1923,6102,3
1193,3841,3
5268,2745,1
3049,5206,3
1010,1888,3
4595,1570,3
6268,3421,3
1891,6078,3
3058,5983,3
4639,1254,3
1680,5311,1
503,4867,2
3964,2947,1
4619,4334,1
6366,584,3
5426,1662,3
2028,5739,1
2448,1451,1
6216,2161,2
5883,1451,3
1966,4120,3
5426,3522,3
1619,6419,3
6141,2871,3
4877,4593,4
2742,802,3
3209,5768,3
6146,5983,4
2993,4747,4
499,5771,2
5296,146,3
1120,2271,3
6160,1056,3
5196,6159,3
5177,3295,4
1606,3504,3
6507,93,3
6098,558,1
3859,47,3
2105,2724,3
5830,2103,1
5426,5635,3
5426,3731,3
5753,6362,3
5313,102,1
5569,3634,3
1970,1639,3
657,2595,3
5403,142,3
4346,6634,3
5240,526,3
1692,6102,3
6366,6102,3
4834,3921,1
2152,3807,1
6366,5658,3
6680,4383,2
1382,6623,1
3249,4941,3
5636,5875,3
2286,5140,3
3992,5990,2
3594,3820,2
6366,1564,3
26,2347,1
3013,2806,3
2658,2648,3
4970,5603,3
5426,5909,3
356,5496,3
6366,6102,3
3326,3663,3
6576,217,4
1782,4145,3
4795,3575,1
4444,1243,1
1238,5856,3
2487,25,1
1503,6651,3
83,4194,1
4537,1451,3
1861,5044,3
6459,147,3
5426,3818,3
2781,1271,4
5836,3617,1
5426,6102,3
3579,5681,4
4444,6256,1
2981,2580,3
2565,6081,3
3707,5140,1
2931,5005,3
5908,4457,2
6085,6367,3
1503,454,3
5411,5005,3
2273,151,3
5426,4023,3
2052,2833,3
5944,2959,2
3255,6102,3
1079,1785,1
180,3956,3
3559,481,3
1746,280,3
3296,5071,3
1711,950,3
2981,4590,3
5737,3851,4
4830,6102,3
1356,6442,3
6526,6094,3
2290,6700,3
2492,4536,1
5426,3649,3
3784,6005,2
1652,1863,3
6366,3800,3
6019,3124,3
9,4136,3
610,4259,4
2976,4924,3
5125,4001,2
4557,6623,1
4338,1462,3
1399,4376,1
423,4029,3
4527,251,3
2967,242,3
2585,6678,4
2047,6362,1
1738,4663,3
6560,4087,3
4505,5373,3
6256,1918,3
2106,3033,2
1274,5202,4
2285,476,3
3910,5261,3
1738,6498,3
2903,5371,3
5297,4865,3
2152,1271,3
608,6678,1
4471,695,1
5803,2478,3
2851,2663,3
3032,239,3
4430,2449,1
1908,2977,2
5426,1690,3
576,1271,4
2495,678,4
5762,2507,3
2981,4325,3
578,5570,3
4236,410,3
1017,2977,3
973,5602,2
2981,5292,3
2035,5881,3
368,3033,2
6047,4171,3
5426,2063,3
5426,2909,3
413,5658,1
4338,2583,3
4076,4126,3
930,4457,2
5426,1679,3
4858,1579,4
6160,3585,1
83,3193,3
1289,2403,4
5132,4617,3
2981,2833,3
6012,547,3
2043,5771,1
2830,3809,3
4433,798,3
1368,102,2
1322,5557,3
2181,1865,1
5774,1451,1
5426,4790,3
5166,4591,3
2205,5067,3
3926,4136,3
2560,5294,3
503,1447,2
1572,5899,3
1579,3290,3
6471,4145,3
3865,3920,2
3697,2595,2
2534,3186,3
6120,1613,3
3746,4022,3
503,557,2
1503,587,3
5922,5292,3
2652,454,3
635,671,3
5426,4381,3
6289,2404,3
679,3292,1
2010,871,3
6256,2392,3
4814,1271,3
5737,102,2
6280,861,3
4579,3024,3
3910,578,3
3891,5646,3
724,4536,3
5346,6450,2
5074,2235,0
6131,2125,3
399,5757,3
5426,2277,2
1207,4522,3
5243,4083,3
1193,351,3
138,1901,3
5426,5896,3
4110,3739,1
4430,5843,3
6366,6634,3
6131,4457,2
5922,967,3
3498,390,3
2872,1022,4
4727,6372,3
5803,1271,3
4821,6367,3
744,2735,3
1572,1826,3
1756,5481,3
2433,5672,1
6256,867,3
423,802,3
1680,1976,3
4444,4600,1
5426,6036,3
4775,32,2
3737,4712,3
5558,2724,3
3185,4092,3
6160,5821,3
5422,4391,4
6261,1662,3
1395,6018,1
885,3504,3
1423,1115,3
503,2745,2
831,1603,3
2094,3808,3
3562,3827,1
44,1271,3
2555,521,3
5426,3300,3
5426,4954,3
5774,2160,1
499,226,3
210,5901,3
2596,4458,3
5737,6104,2
5426,1309,3
5997,5058,3
2104,5860,3
2885,1731,4
4743,2125,1
503,3861,2
235,3976,3
1874,606,3
3885,4092,1
2968,1918,4
2855,3807,1
2596,2294,3
2703,2648,3
3944,3445,3
6204,106,4
4936,3292,1
3143,3451,1
2903,5202,3
5970,3600,1
2523,3993,3
150,5642,2
1251,4136,3
83,5133,3
1511,2175,3
267,2977,2
4913,2833,3
1469,4281,3
4994,5771,2
3079,4761,3
3078,3026,3
3251,46,1
2657,3585,3
2282,2794,3
6145,788,4
2422,5817,1
437,5419,3
2903,3500,3
4236,4304,4
5426,2969,3
6366,1865,1
4595,280,3
5566,1139,2
503,4250,2
4360,4930,2
3532,3806,1
5921,3803,3
5698,2971,3
2775,3750,2
5074,5978,3
5569,6102,3
1986,3943,2
65,1645,1
94,3634,3
3425,3958,3
529,6700,3
1749,4488,3
6366,3740,3
5473,5131,3
2605,2354,3
5804,251,3
3013,2977,2
503,5602,2
499,3442,3
6471,5385,2
6386,253,3
503,5888,2
5950,468,3
2942,2713,3
5074,46,3
1267,2125,3
5426,760,2
3798,1826,3
5426,4865,3
1973,1725,4
2153,547,3
864,491,3
6160,408,1
805,3634,1
2089,1981,3
2622,6412,3
4052,51,3
5485,5821,3
503,2485,2
1037,6438,3
2761,872,3
1824,5786,3
3305,2449,3
2919,950,3
2981,2745,3
792,4336,3
4880,5058,3
2596,5716,3
4069,3825,3
4011,3391,3
5266,1271,4
2582,4457,2
3281,6623,3
5426,159,3
1986,6305,2
6486,6102,3
2487,389,1
5069,403,3
6065,92,3
724,2602,3
3843,3729,3
2414,6651,3
2273,5984,3
2786,5899,3
4444,3976,1
4346,6634,3
6366,6260,3
6256,476,3
5074,4536,3
1867,4672,3
1267,6471,2
2903,606,3
4104,2766,2
4712,5321,3
3230,1662,3
1150,1139,2
2903,3855,3
5426,1641,2
5313,2766,2
4550,1051,3
5737,2980,3
5335,5141,3
5426,6626,3
3214,4379,3
6366,3663,3
3025,5071,2
3713,4391,3
235,3035,3
6255,5801,3
6342,912,3
3737,6302,3
4163,5603,3
4094,268,2
4534,2291,3
4132,4789,3
1711,4476,3
503,151,2
1266,546,1
5426,3600,3
283,102,2
5426,1634,3
5074,300,3
5107,5603,1
6256,933,3
3792,2343,3
5593,1271,3
3051,5005,3
4775,1597,2
412,1451,1
5426,760,3
2604,6250,3
3633,1349,1
3843,1040,3
993,33,4
1085,48,3
1869,5814,2
2414,2133,3
2903,4591,3
4271,5427,3
5629,6078,3
503,1608,2
4537,4802,3
5111,3468,3
5996,5491,3
3691,5603,3
5805,5058,3
6216,2069,1
2952,5744,1
5629,3114,3
2408,1451,3
2497,6102,3
3910,606,3
724,4931,3
5396,950,3
6256,872,3
3594,1679,3
4845,4695,3
3025,4274,2
5588,1005,1
700,2138,0
353,6007,1
6603,4929,1
3830,3553,3
1793,1435,3
5046,2871,3
5426,5872,3
4340,6367,3
3206,4664,3
4202,491,3
2273,1909,3
3502,4457,2
1579,5099,3
3314,2363,2
2981,86,3
5629,488,3
3761,142,3
4388,3193,3
3594,2409,3
78,1527,0
6547,3585,3
6380,5484,3
2560,1117,4
3594,5031,3
4795,1372,1
3890,5115,3
503,5447,2
2657,252,2
1251,4458,3
5074,46,0
1683,3504,3
164,3193,3
3542,3810,1
6522,3719,3
5426,4186,3
1748,1519,3
744,4389,3
16,3937,1
2976,4418,1
5080,2160,3
4963,6412,3
1942,4009,4
6032,2624,3
5426,5905,3
138,2428,3
1037,5413,3
1755,5849,3
943,5860,3
5426,147,3
489,4320,3
972,780,1
6405,6263,3
3397,3655,3
4710,4296,3
1986,105,2
1835,677,3
6376,1115,3
700,498,0
2803,2667,3
138,3245,3
4927,6506,3
2283,1830,2
5426,2411,3
2658,4476,3
3720,5192,3
2944,1671,2
138,1214,3
6256,1441,3
5426,2762,3
5753,5067,3
574,6102,3
5360,1701,3
94,705,3
1699,724,2
5301,5832,3
663,5603,1
6328,5445,1
5426,3645,3
2156,4536,3
700,526,0
639,1921,3
1977,4145,3
6160,4552,1
5074,5983,3
1106,4320,1
2981,1237,3
6366,1536,3
2826,3035,3
1106,306,2
1095,5506,4
4856,2977,2
5426,1206,3
6131,4771,3
6575,4684,3
2981,4591,3
5426,5577,3
3604,419,1
