Srotf-AdiBiH,Bs6,B
mahat-BUtam,K1,K
jIrRa-tanuH,Bs6,B
sTita-prajYasya,Bs6,B
vastra-kzAlanam,T6,T
tad-parAyaRAH,Bs6,B
keSa-jAlam,T6,T
Agamana-samaye,T6,T
gfha-vAwikA,T6,T
kOpIna-mitram,T6,T
puzpa-mAlABiH,T6,T
pra-yatnam,Tp,T
Seza-jIvanam,K1,K
rAjan-sevAyAm,Tn,T
SUnya-gfhaM,K1,K
prati-aham,A1,A
bOdDa-maWe,T6,T
kargada-leKanIH,Di,D
na-upalakzitaH,Tn,T
na-sambadDam,Tn,T
deha-aDikaraRaH,T6,T
naraka-gamanam,T7,T
bali-rUpeRa,T6,T
Agraha-pUrvakam,Bs7,B
sADanA-praBAveRa,T6,T
dviDA-kftA,S,D
parigraha-rahitaH,T3,T
Ayata-vftta-Bogam,Bb,B
Pala-sidDiH,T6,T
navan-vyUham,Km,K
paYcadaSa-varzIyA,K1,K
ASrama-vAsinAm,T6,T
Annada-utsavam,Km,K
nivAta-sTaH,U,T
sva-kAlam,T6,T
sarva-pramARAnAm,K1,K
na-lOkikam,Tn,T
mahat-bAho,Bs6,B
kArya-vaSAt,T6,T
na-calam,Tn,T
prApti-upAyaH,T6,T
kAla-antaritam,T3,T
candra-hArasya,K4,K
Atman-hatyA,T6,T
nir-BayAH,Bvp,B
na-Avfttim,Tn,T
catur-BAgam,K1,K
maDu-Ame,T6,T
sahasra-mudrAm,K1,K
tattva-vit,U,T
mokza-parAyaRaH,Bs6,B
balAt-kAreRa,U,T
mUrtti-Bedena,T6,T
Keda-janakam,T6,T
su-tvak,Bs6,B
zaw-garBAH,K1,K
gumacena-SarIre,T6,T
BUmi-gahvarezu,T6,T
katipaya-kroSezu,K1,K
lakza-patiH,T6,T
na-SocyAH,Tn,T
prati-SoDam,Tp,T
navan-vyUham,Km,K
Darma-virudDaH,T6,T
tat-caraRayoH,T6,T
vEyaktika-sahAyakena,K1,K
tat-aNka,T6,T
rAga-dvezO,Di,D
balarAma-gfhiRI,T6,T
saciva-Alaye,T6,T
rAma-rUpeRa,T6,T
karman-yogaH,K6,K
Darma-SAlA,T6,T
kASi-rAjaH,T6,T
na-icCan,Tn,T
prati-koRam,A1,A
modaka-mallake,K1,K
jala-pAnena,T6,T
navan-BAgam,Km,K
jYAna-nizWAyAm,T7,T
sam-akzam,A1,A
tat-AjYayA,T6,T
namas-kftya,Tg,T
ikzvAku-kulasya,T7,T
yAtrA-arTam,T4,T
pra-harzitA,Tp,T
sva-nilayam,T6,T
kAcana-dIpe,T6,T
aByantara-maRqape,T7,T
sva-janakam,T6,T
druta-gatiH,K1,K
karman-BUtam,T2,T
pari-SudDaH,Tp,T
jyotiza-vizaye,T6,T
sva-DarmaH,T6,T
mAnasika-rogeRa,K1,K
Bagavat-smaraRam,T6,T
pArTiva-balam,T6,T
a-dakzAM,Tn,T
vfdDa-upasevinaH,U,T
vimukta-santApO,Bs6,B
soma-pAne,T6,T
masUrI-nagaram,K7,K
satya-nizWayA,T7,T
paSu-pakziRaH,Di,D
karman-saMjYitaH,K7,K
DarA-utTAH,T5,T
banDu-jane,K1,K
kArya-vaSAd,T6,T
mahat-Atman,K1,K
prasanna-cetasaH,Bs6,B
praBAta-samayaH,T6,T
SAKA-ASrayA,Bs6,B
paYca-samIpam,T6,T
ati-purARI,Tp,T
koRa-kozWe,T6,T
rAjan-kumArI,T6,T
Darma-samayam,T6,T
yoga-ArUQasya,T2,T
mahat-paRqitam,K1,K
rAma-mandiram,T6,T
putra-apekzI,T2,T
maRqala-sTam,U,T
evam-viDaH,Bs6,B
anu-kzaRam,A1,A
prati-vedanam,Tp,T
sAntvana-vacanAni,K1,K
budDi-saMyogam,T3,T
grAma-vAsinaH,U,T
gfha-yOvanAni,T6,T
a-nirvedam,Bsmn,B
santAna-BAgyam,T6,T
tat-prati,T2,T
cAritra-dozam,T6,T
yaTA-Sakti,A1,A
yaSas-gAnam,T6,T
candra-purasya,K7,K
sva-putrIm,T6,T
su-hfdaH,Tp,T
kara-tAqanam,T6,T
gfha-dvArezu,T6,T
jala-sevanena,T6,T
hfdaya-vidArakaH,T6,T
na-vyayAm,Tn,T
pitf-gfhAd,T6,T
rAjan-pade,T6,T
viSAla-vakzA,K7,K
maraRa-kAle,T6,T
ati-prasaNgena,Tp,T
parama-ISvaram,K1,K
ASiz-vacAMsi,T6,T
su-vijYAtam,Tp,T
iti-Adini,Bs6,B
evaM-viDena,Bs6,B
gaNgA-jalam,T6,T
Sava-dAhaH,T6,T
na-svAsTyasya,Tn,T
yaTA-yogyam,A1,A
na-izwam,Tn,T
viSrAma-arTam,T4,T
hita-ASI,U,T
nyAya-priyaH,Bs6,B
sva-manasi,T6,T
bAlya-mitrasya,T7,T
sUcanA-pawwam,T6,T
vidyA-aByAsam,T6,T
puzpa-cayane,T6,T
sva-putrAya,T6,T
sa-raktaM,BvS,B
yoga-Palam,T6,T
anu-padam,A1,A
vajra-AhataH,T3,T
Darma-hAniH,T6,T
tat-samarpaRe,T6,T
grahaRa-samarTam,T7,T
rAjan-prAsAdAt,T6,T
sarva-viDam,Bs5,B
dravya-ASritaM,T2,T
sTita-prajYaH,Bs6,B
asTi-Salye,Di,D
SUdra-tapasvI,K2,K
kzOra-karmiRA,T6,T
SaraRa-AgataH,T2,T
veRu-vAdanam,T6,T
rAjya-SAsanam,T6,T
mahat-rAja,K1,K
pramuKa-dvAram,K1,K
svAmin-dArikA,T6,T
rAma-SAsanam,T6,T
agastya-AdyAH,Bs6,B
rasa-jaH,U,T
upahata-vAsA,Bs6,B
na-prakaraRe,Tn,T
anuzWAna-paTam,T6,T
sa-viSezam,T3,T
ABAra-pradarSanam,T6,T
aBiprAya-garBeRa,T6,T
mahAn-rAjasya,K1,K
amfta-arTam,T4,T
sa-utsAhAnAM,BvS,B
rAjan-mAtA,T6,T
rakzaRa-vizaye,T6,T
yoga-ArUQaH,T2,T
na-sampUrRe,Tn,T
DUmra-pAnam,T6,T
jYAna-prAptiH,T6,T
Sakti-rahitAni,T3,T
ati-uccEH,A1,A
mUrta-rUpe,K1,K
sva-mitrasya,T6,T
svApa-avasTA,T6,T
nir-DanaH,Bvp,B
sam-muKam,Tp,T
sva-patim,T6,T
kzaRa-mAtram,Tm,T
mat-patnI,T6,T
tad-sADanam,T6,T
saMkalpa-praBavAH,Bs6,B
mAyA-jAlam,T6,T
datta-avaDAnena,Bs3,B
sva-gatam,T6,T
citra-pawam,T6,T
rUpa-anurUpam,T6,T
veda-niyamam,T6,T
ati-ADunike,Tp,T
kArya-bAhulyam,T6,T
nir-agniH,Bvp,B
Bartf-dAmodareRa,K1,K
su-pUjitaH,Tp,T
karman-yogaH,K6,K
mat-gfham,T6,T
nija-rUpam,T6,T
na-vikurvantaH,Tn,T
Baya-BItA,T3,T
na-vyaktam,Tn,T
kfta-kAryam,Bs3,B
bahu-guRitam,K1,K
daRqaka-araRye,K7,K
toraRa-antAH,Bs6,B
BU-lokam,K7,K
mahat-rAjaH,K1,K
kArya-antarezu,T6,T
sva-kArye,T6,T
Gfta-ApUrRA,T3,T
prati-vacanam,Tp,T
mAlikA-suraBiH,T6,T
agra-jasya,U,T
paSu-pakziRAm,Di,D
pUrRa-udaram,Bs6,B
pIqA-dAnam,T6,T
vfjina-arRavam,K6,K
Asava-dravyARAm,K6,K
vAkya-amftena,K6,K
kartita-pakzaH,Bs6,B
vigata-BIH,Bs5,B
tat-idam,K1,K
raRa-SikzA,T6,T
na-AstikaH,Tn,T
vana-mAnavaH,T6,T
loka-kolAhalam,T6,T
pAzARa-KaRqam,T6,T
dakziRA-rUpe,T6,T
vAyu-arkkO,Di,D
vikftaGna-padasya,K7,K
kawuka-amlO,Di,D
mitra-gfhAd,T6,T
rAjan-putrI,T6,T
pitrA-AdIna,Bs6,B
rAjan-dvAram,T6,T
sva-putrIm,T6,T
grAma-vAsinaH,U,T
sAyam-kAlaH,T6,T
kArya-karaRAya,T6,T
vfkza-PalAnAm,T6,T
kzaRa-kAlam,Km,K
kuwumba-janEH,T6,T
guru-putrAn,T6,T
SEvala-sanniBAH,T6,T
hariRa-rupeRa,T6,T
prajA-janEH,T6,T
laGu-nagarezu,K1,K
sarva-pArTivEH,K1,K
sa-Adaram,BvS,B
nir-ASIH,Bs6,B
sat-guRAH,K1,K
BAvin-jIvane,K1,K
udagra-rUpam,Bs6,B
kalaha-priyA,Bs6,B
vara-daH,U,T
na-varRanIyam,Tn,T
lakza-patiH,T6,T
yaTA-pUrvam,A1,A
SIrza-vedanayA,T6,T
rAjan-udyoginaH,T6,T
Arya-cArudattasya,K1,K
kzaRa-mAtram,Tm,T
tat-idam,K1,K
dina-anantaram,T6,T
vijaya-GozeRa,T6,T
vana-dvipasya,T6,T
vakulA-devI,K7,K
ganDarva-rAjasya,T6,T
vyAla-sUditaM,T3,T
tat-anu,A1,A
parihAra-mArgam,T6,T
A-rohaRam,Tp,T
sam-akzam,A1,A
vana-vAsam,T7,T
ku-matiBiH,Tg,T
manas-gatAn,T7,T
sva-lokam,T6,T
tat-vastrARi,T6,T
na-upamaH,Bsmn,B
meza-rUpe,T6,T
upasaMhAra-mantram,T6,T
ISa-kfpayA,T6,T
hanana-kriyAyAH,T6,T
gata-asUn,Bs6,B
haridAsa-sadfSaH,T3,T
BUta-vEdyena,Bs6,B
su-paripAlanIyaH,Tp,T
Atman-viSvAsam,T6,T
dayA-BAvanayA,T6,T
mat-pitA,T6,T
sarva-prARinAm,K1,K
cOrya-kalAm,T6,T
mahat-Asane,K1,K
rAjan-kumAryAH,T6,T
sama-BAgaH,K1,K
aDaH-muKI,Bs6,B
A-varttanIyaH,Tp,T
manuzya-vIryam,T6,T
viSva-rUpam,T6,T
prati-akzam,A1,A
vAstu-lakzmIm,Ds,D
deSa-paryawanam,T6,T
SIla-jYaH,U,T
BU-parigrahaH,T6,T
anuBava-samAhAre,T6,T
SiraH-SUlam,T6,T
tat-nizWatayA,T7,T
jalanDara-nAmnA,Bs6,B
sa-kOtukam,BvS,B
sarzapa-SAkaM,T6,T
agni-devaH,K6,K
karddama-BAryAtaH,T6,T
na-vitaTam,Tn,T
vasudeva-gfhe,T6,T
vijaya-gAnam,T6,T
kumuda-AdyAH,Bs6,B
taTA-viDezu,Bs5,B
rAma-lakzmaRO,Di,D
vftta-patre,T6,T
mOna-BaNgaH,T6,T
daSa-sAhasrI,Tdt,T
BAgyanATa-rUpam,T6,T
jIva-dAnam,T6,T
muzwi-parimitA,T3,T
SiKaRqI-AdyAH,Bs6,B
loka-pravAdaH,T6,T
sa-SatruGnaH,BvS,B
etat-anu,T6,T
dvAdaSI-vratasya,T6,T
na-sakft,Tn,T
kali-yugam,T6,T
mada-anDaH,T3,T
alam-alam,d,D
Arya-rAmaH,K1,K
ut-vegam,Tp,T
malla-yudDam,T6,T
rAma-mandiram,T6,T
anya-nimittam,T6,T
na-nyAyyaH,Tn,T
na-parihArye,Tn,T
Srama-dAne,T6,T
hIraka-hAraH,T6,T
gfDra-rUpeRa,T6,T
anu-guRam,A1,A
pUrvatana-GawanAH,K1,K
para-arTam,T4,T
nandagopa-putreRa,T6,T
gopa-janAnAm,T6,T
paSu-gozWam,T6,T
kfzi-karmaRi,T6,T
karman-Palam,T6,T
vivAha-vizaye,T6,T
haridrA-cUrRam,T6,T
bARa-prayogam,T6,T
ganDarva-rAgam,T6,T
pakza-Cedanam,T6,T
ardDa-pade,T1,T
ArTika-sTitO,K1,K
mahat-aSanaH,Bs6,B
BU-svAmI,T6,T
naBastala-nivAsi,U,T
prastara-KaRqasya,T6,T
samIpa-varti,U,T
vijaya-garveRa,T6,T
Ajya-AdyEH,Bs6,B
Bakta-vaRik,K1,K
mahat-rAjasya,K1,K
sarva-karmARi,K1,K
rAjan-mArge,T6,T
viSeza-vijYAnaM,K1,K
pUrva-mudrAm,K1,K
pratiBaya-rajanyAm,K1,K
BU-svAmI,T6,T
tad-asaMBave,T6,T
Siras-CedanAya,T6,T
BU-svAminaH,T6,T
na-pUrvAt,Bsmn,B
Darma-Asanasya,T6,T
GarzaRa-sama-kAlam,Bb,B
BU-svAminaH,T6,T
mOna-BaNgaH,T6,T
deha-antaram,Tm,T
paTin-AvAsasya,T7,T
su-vadanA,Tp,T
Siva-tARqavaH,T6,T
mokza-lakzaRam,Bs6,B
na-prameyasya,Tn,T
nir-agniH,Bvp,B
tat-sarvam,K1,K
yaTA-samayam,A1,A
aDika-maDurasya,Bs6,B
ati-dUram,K1,K
rAjya-sTe,U,T
guru-kule,T6,T
sitAra-vAdane,T6,T
yuva-rAjaH,K1,K
lakzmI-rUpeRa,T6,T
tat-pitaram,T6,T
veRu-nAdaH,T6,T
dus-kAlena,Tp,T
tat-kaTanam,T6,T
rasa-malO,Di,D
yAvat-jIvam,A1,A
saBA-sadAm,T6,T
mAtf-pitarO,Di,D
eka-akzaram,Km,K
dInAnATa-SarmARam,K7,K
etat-arTam,T4,T
na-ekaDA,Tn,T
Bojana-avakASam,T6,T
mAMsa-KaRqaH,T6,T
SrAdDa-karma,K7,K
ISvara-BakteH,T6,T
nimIlita-nayam,Bs6,B
puzpaka-vimAnam,T6,T
karaYjabIja-eqagajaM,Ds,D
na-hitAH,Tn,T
kowi-patinA,T6,T
praTama-BAryayA,K1,K
sanDi-CedaH,T7,T
kAryakrama-samApane,T6,T
yaTA-izwam,A1,A
kAzWa-maYjUzAm,T6,T
kowa-pAla,T6,T
jyotiza-balAt,T6,T
durUha-prayogeRa,K1,K
kArya-BAraH,T6,T
nir-Danezu,Bvp,B
nizWura-vacanAni,K1,K
AvaraRa-patram,T6,T
yaTA-pUrvam,A1,A
pramARa-anvezaRA,T6,T
kftaM-astrasya,Bs3,B
rOdra-BAvaH,T6,T
niScita-samayAt,K1,K
prAcIna-vicArAt,K1,K
hasta-saNketena,T6,T
rajaH-tamoByAM,Di,D
gUQa-puruzEH,K1,K
jYAna-yogena,K6,K
etat-sarvam,K1,K
sa-kuwumbaH,BvS,B
hAmida-aBiDA,K7,K
pari-vftaH,Tp,T
deva-Atmake,Bs6,B
caturTa-dine,K1,K
darSanIya-AkftiH,K1,K
vfkza-CAyAyAm,T6,T
ardDa-mAtram,Tm,T
tulya-BAvam,K1,K
dakziRa-diSam,T6,T
kASi-rAjasya,T6,T
aNgI-kAram,U,T
kzetra-bawum,T6,T
ati-BAraH,Tp,T
sAyaM-kAlIne,T1,T
rAma-aBiDAnaM,Km,K
haya-gaja-vfzaBARAm,Di,D
cira-pUrvam,S,D
kaMkuma-tilakam,T6,T
yaTA-ucitam,A1,A
pApa-aparADAn,K7,K
huNkAra-SabdaH,T6,T
pra-harzitAH,Tp,T
aDva-gaH,U,T
loha-vaRik,T6,T
guru-kule,T6,T
dAmodara-saNkarzaRO,Di,D
evaM-viDim,Bs5,B
loka-atItaH,T3,T
pratyak-Atmani,T6,T
laGu-kukkuwAH,K1,K
jYAna-yajYaH,K6,K
gAnDin-mahodayaH,K2,K
aYjanA-devIm,K7,K
miSra-mahABAgAd,K2,K
eka-AkArA,K1,K
saNgrAma-kAlezu,T6,T
parama-arTataH,K1,K
rAga-dvezO,Di,D
na-ucitam,Tn,T
virAgi-vezeRa,T6,T
rAjan-kulasya,T6,T
Darma-rakzaRam,T6,T
a-jYAnAM,Bsmn,B
tat-nagaram,K1,K
sam-uttIrya,Tp,T
prati-dinam,A1,A
na-pUrvam,Bsmn,B
kAzWa-maYjUzA,T6,T
rAjan-aDizWAnam,T6,T
leSa-mAtram,Tm,T
sva-gavam,T6,T
jIvana-yAtrAm,T6,T
yaTA-BUtam,T2,T
mat-manasA,T6,T
yaTA-izwam,A1,A
anu-guRam,A1,A
su-rakzitAni,Tp,T
asmat-sTAne,T6,T
latA-gfhe,T6,T
sam-akzam,A1,A
na-vaDyaH,Tn,T
prakfti-BUtasya,T7,T
kalA-kArARAm,U,T
rAjan-sammAnam,T6,T
grAma-suhft,T6,T
rukmiRI-kaRWe,T6,T
dUra-gamanam,T7,T
parama-darSanIyAn,K1,K
pApa-jIvanaH,Bs6,B
kim-arTam,T4,T
cira-rAtrAya,K1,K
muKa-niHsftEH,T5,T
Cadma-veSI,Bs6,B
ajA-pAlakam,T6,T
nandi-grAme,K7,K
akzara-saMjYakam,Bs6,B
Arya-miSrAn,K1,K
na-paricetena,Tp,T
aBi-izwasya,Tp,T
tat-pArSve,T6,T
tEla-ucitAH,T3,T
bAhu-yudDam,T3,T
tat-antike,T6,T
apaBraMSa-saraRI,K1,K
sa-mArdavam,BvS,B
su-dinAni,Tp,T
grAma-saBA,T6,T
rAjan-putryAH,T6,T
agnihotra-Adi,Bs6,B
rAjapUta-aBiDEH,K7,K
go-kzIreRa,T6,T
candra-mAnavaH,T6,T
hfdaya-dAhI,U,T
Bfti-kArye,T6,T
saMsAra-muktaye,T5,T
nitya-pratataH,K1,K
ASiz-vacoBiH,T6,T
ucca-svareRa,K1,K
kavi-mahodayA,K2,K
Cedana-upaSamane,Di,D
Bavat-nikawam,T6,T
na-pratIkzamARa,Tn,T
yajYa-kuRqe,T6,T
na-sUyanti,Tn,T
SfNgAra-suBagAm,T3,T
yaTA-ucitam,A1,A
manas-vEkalyam,T6,T
rAma-mAtA,T6,T
mat-patnI,T6,T
BAva-AveSena,T6,T
asmat-muKam,T6,T
rakzi-nivAse,T6,T
sU-dUram,Tp,T
rAjan-Bavanam,T6,T
tat-viparyayAt,T6,T
kaRWa-ABaraRam,T6,T
a-rAjA,Tn,T
candra-arkO,Di,D
su-jane,Tp,T
yaTA-Ipsitam,A1,A
sarva-kAreRa,U,T
nava-dvAre,Bs6,B
sa-SizyeRa,BvS,B
nyAya-aDipAnAm,T6,T
na-vaSaH,Tn,T
ku-tantrasya,Tk,T
vyADa-samIpam,T6,T
na-AKyAtaH,Tn,T
vAta-GnaM,U,T
gupta-rUpeRa,K1,K
sa-PalaH,BvS,B
lakza-patiH,T6,T
vara-dvayam,T6,T
arBaka-dvayI,T6,T
mahat-purARe,K1,K
pitta-vikArAH,T6,T
kArya-jAtam,T6,T
sa-vinayam,T3,T
prArTanA-upari,T6,T
karman-akarmaRI,Di,D
vIrya-nilayAya,T6,T
prasava-arTam,T4,T
mat-gfhe,T6,T
kfta-GnaH,U,T
ajA-pAlakaH,T6,T
lOha-SfMKalA,K1,K
go-kzuram,T6,T
sadyaH-Diyam,Bs6,B
vi-viDAni,Tp,T
vibanDa-jAnAM,U,T
mahimA-anvitam,T3,T
kfpARa-hastam,Bs6,B
mahat-mantrI,K1,K
giri-SiKaram,T6,T
Bagna-asTiH,Bs6,B
samAcAra-patre,T6,T
na-viSrAntA,Tn,T
yukta-cezwasya,Bs6,B
vfkza-Avarte,T3,T
mahat-rAjaM,K1,K
vijita-AtmA,Bs3,B
yatna-sADyAni,T3,T
dfzwi-gocaratAm,T6,T
na-dfSyaH,Tn,T
rAjan-mArgezu,T6,T
prastara-pawwam,T6,T
priya-vaSam,T6,T
na-pUrvam,Bsmn,B
azwan-dikzu,Km,K
na-vivAhitA,Tn,T
Bavat-anujYA,T6,T
nfpa-indrasya,T6,T
jYAna-nizWaH,Bv,B
DaraRI-aRqAni,T6,T
eka-BaktiH,Bv,B
nir-AbADA,Bs5,B
gaRqakI-nadyAm,K7,K
gAtra-sevakaM,T6,T
etad-arTam,T4,T
manmaTa-pawuH,K1,K
kartf-rUpeRa,T6,T
rAjan-mahizIm,T6,T
mat-pitA,T6,T
saYjAta-pulakaH,Bs6,B
Bizak-CadmacarAH,K2,K
netra-jalezu,T6,T
mahat-rAjaH,K1,K
jIvana-yAtrAyAH,T6,T
sva-hastam,T6,T
devI-mandiram,T6,T
prasanna-hfdayaH,Bs6,B
tat-idam,K1,K
gfha-kAryam,T6,T
vIryA-karaH,T6,T
sOvIra-rAjena,T6,T
sama-darSane,T6,T
yaTA-praSnaM,A1,A
su-kumArARAM,Tp,T
grAma-aDipaH,T6,T
puruza-uttamaH,T7,T
vizaya-vizayA,Bs6,B
sADu-mahASayaH,K2,K
vastu-jAtam,T3,T
BU-svAmI,T6,T
paSu-SAlAyAm,T6,T
ramaRI-muKam,T6,T
SaNKa-udGozam,T6,T
sam-ucitam,Tp,T
su-rakzitA,Tp,T
kAma-devaH,T6,T
harza-atirekAt,T6,T
na-kftena,Tn,T
Gora-AkAram,Bs6,B
yuzmad-BaginyAH,T6,T
nAnA-viDEH,Bs6,B
DyAna-yogasya,K6,K
sva-gfham,T6,T
bahu-guRaH,K1,K
lOha-mAlikAm,T6,T
karma-sadfSaM,T3,T
sam-muKam,Tp,T
upavAsa-vratam,Ds,D
sAhAyya-arTam,T4,T
pitrA-AdayaH,Bs6,B
mahat-tapasvI,K1,K
Bizak-Cadma,K2,K
jAla-granTim,T6,T
Srotf-AdIni,Bs6,B
bAla-snehena,Km,K
saBA-sadaH,T6,T
guRa-karmARi,Di,D
na-DIram,Tn,T
brAhmaRa-vezeRa,T6,T
bAhya-AvaraRake,T6,T
grIzma-kAle,T6,T
kAma-AtmanAm,Bs6,B
BAva-rUpasya,T6,T
tat-samIpe,T6,T
jalaja-AnUpa-bElAnAM,Di,D
sa-jIvAni,Bvs,B
vacana-BaNgam,T6,T
tat-idam,K1,K
tat-idam,K1,K
yudDa-BUmiH,T6,T
kroDa-AvizwaH,T3,T
daSan-kumBezu,Km,K
karma-guRAH,Di,D
SirIza-bIjaM,T6,T
BallUka-AnAnaya,T6,T
na-kIrtiH,Tn,T
BUmi-hInAnAm,T5,T
BIma-AdyEH,Bs6,B
kzamA-yAcanAm,T6,T
SrezWin-patnI,T6,T
bahu-viGnAni,Bs6,B
prati-dattam,Tp,T
sa-SatruGnaH,BvS,B
nakra-pratiBayaH,T3,T
kAma-kAraH,T6,T
gfha-janAH,T6,T
nAsikA-agram,T6,T
sUrya-akzam,Bs6,B
layAMgavAra-nagaram,K7,K
nava-dampatyoH,K1,K
Dana-rASiH,T6,T
Sramika-putrI,T6,T
uccala-ttaraNgEH,K1,K
fzi-vara,T7,T
na-ucitam,Tn,T
su-ciram,Tp,T
hIraka-hArasya,T6,T
pra-BAte,Tp,T
bARa-prahAram,T6,T
prati-aham,A1,A
ati-saralam,K1,K
na-vivekena,Tn,T
avidyA-nivfttO,T6,T
pfTivI-vizayam,T6,T
su-karam,U,T
samaya-avakASam,T6,T
saNgIta-vidvAn,T6,T
budDi-cAturyam,T6,T
cAritra-hInena,T3,T
vftta-antam,T6,T
eka-akzaram,Km,K
SarIra-parivartanam,T6,T
kUzmARqa-Palam,K7,K
BaraRa-prozaRam,K3,K
KaNga-prahArasya,T6,T
taru-kowarAt,T6,T
nara-uttamAH,T7,T
bahu-dozasya,Bs7,B
vivAha-arTam,T4,T
himavat-duhitA,T6,T
SravaRa-gocarIBUtA,T6,T
samAna-vitaraRA,K1,K
sva-Darmam,T6,T
dur-dfzwiH,Tp,T
puzpaka-vimAnAt,K7,K
kula-devasya,T6,T
na-prApya,Tn,T
vi-nirmitam,Tp,T
tat-karRe,T6,T
daDimuKa-AdIn,Bs6,B
sva-gfham,T6,T
sva-putram,T6,T
aBi-rucitam,Tp,T
sva-saBAm,T6,T
pra-vahantI,Tp,T
kroDa-Avazwena,T3,T
kzIRa-kzatezu,Di,D
pOtra-muKam,T6,T
sa-jale,Bvs,B
na-meDasaH,Bsmn,B
Bfgu-AdyAH,Bs6,B
calana-aBAvAt,T6,T
brahman-upAsakAH,T6,T
rakzA-banDam,T6,T
saMjYA-samaM,T6,T
divya-Saktim,K1,K
sa-raBasam,BvS,B
nivftta-tApAH,Bs6,B
prati-spandam,Tp,T
mahattva-upetaH,T3,T
karman-yogasya,K6,K
na-svatantraH,Tn,T
vaSa-vartinaH,U,T
SrIrAya-mahASayena,K2,K
maruttara-dvArA,T6,T
ASrama-antarARAm,Tm,T
Bartf-dArakasya,T6,T
aBimAna-varjitaH,T3,T
asmad-dozataH,T6,T
kIwa-avalIQAH,T3,T
parama-arTAya,Bs6,B
nir-BayaH,Bvp,B
praTama-dfzwiH,K1,K
SrezWin-gfhe,T6,T
pattana-vAsinAm,U,T
anantara-dine,K1,K
niz-prARaH,Bvp,B
sva-bIjena,T6,T
sva-kzetra,T6,T
tat-kzaRam,K1,K
vArtA-AlApam,Ds,D
sopAna-mArge,T6,T
rAjan-vEdyasya,T6,T
muni-caraRO,T6,T
na-saMSayam,Tn,T
ati-ruzwAH,U,T
tat-vaMSe,T6,T
puruza-BAgyAni,T6,T
na-izwam,Tn,T
gARqiva-jyAm,T6,T
udDUta-puzpam,Bs6,B
jYAna-yajYAH,Bs6,B
musala-BAgam,T6,T
deha-tyAgena,T6,T
na-maNgalam,Tn,T
tat-parivAraH,K1,K
sam-akzam,A1,A
ganDarva-SaktIH,T6,T
Siras-cAlanena,T6,T
mat-arTam,T6,T
karman-SabditaH,K7,K
mandura-sTAH,U,T
rAjan-kumAryA,T6,T
sva-vacanAni,T6,T
dvi-guRam,Km,K
vidita-AtmanAm,Bs6,B
suta-utsAdanAt,T6,T
ganDarva-lokam,T6,T
vftta-antam,T6,T
rAma-lakzmaRO,Di,D
tat-patram,K1,K
nir-DanaH,Bvp,B
tat-uwajam,T6,T
sODa-mArjane,T6,T
mahat-purARe,K1,K
apakramaRa-hetoH,T6,T
zaw-aNgAni,K1,K
sahAyatA-arTam,T4,T
mana-raTaH,T6,T
sa-puzpAH,BvS,B
vinIta-svareRa,K1,K
tat-kzaRam,K1,K
mada-gajaH,Km,K
pati-patnyO,Di,D
rAja-siMhaH,K5,K
yAta-AyAtam,Ds,D
sarva-aDikaH,T6,T
arpaRa-AdInAm,Bs6,B
Satru-pakzam,T6,T
dvidala-kaRAH,T6,T
prAtar-kAlam,T1,T
